Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01-06-2026;06:45:00;01-06-2026;07:00:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;07:00:00;01-06-2026;07:15:00;="541448860000718718";;AMR-meter;Afname Actief;148,750;kWh;Gevalideerd;
01-06-2026;07:00:00;01-06-2026;07:15:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;07:00:00;01-06-2026;07:15:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;07:00:00;01-06-2026;07:15:00;="541448860000718718";;AMR-meter;Afname Inductief;10,500;kVArh;Gevalideerd;
01-06-2026;07:15:00;01-06-2026;07:30:00;="541448860000718718";;AMR-meter;Afname Actief;169,750;kWh;Gevalideerd;
01-06-2026;07:15:00;01-06-2026;07:30:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;07:15:00;01-06-2026;07:30:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;07:15:00;01-06-2026;07:30:00;="541448860000718718";;AMR-meter;Afname Inductief;26,250;kVArh;Gevalideerd;
01-06-2026;07:30:00;01-06-2026;07:45:00;="541448860000718718";;AMR-meter;Afname Actief;178,500;kWh;Gevalideerd;
01-06-2026;07:30:00;01-06-2026;07:45:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;07:30:00;01-06-2026;07:45:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;07:30:00;01-06-2026;07:45:00;="541448860000718718";;AMR-meter;Afname Inductief;24,500;kVArh;Gevalideerd;
01-06-2026;07:45:00;01-06-2026;08:00:00;="541448860000718718";;AMR-meter;Afname Actief;159,250;kWh;Gevalideerd;
01-06-2026;07:45:00;01-06-2026;08:00:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;07:45:00;01-06-2026;08:00:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;07:45:00;01-06-2026;08:00:00;="541448860000718718";;AMR-meter;Afname Inductief;24,500;kVArh;Gevalideerd;
01-06-2026;08:00:00;01-06-2026;08:15:00;="541448860000718718";;AMR-meter;Afname Actief;155,750;kWh;Gevalideerd;
01-06-2026;08:00:00;01-06-2026;08:15:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;08:00:00;01-06-2026;08:15:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;08:00:00;01-06-2026;08:15:00;="541448860000718718";;AMR-meter;Afname Inductief;26,250;kVArh;Gevalideerd;
