Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01-06-2026;07:15:00;01-06-2026;07:30:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;07:15:00;01-06-2026;07:30:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;07:15:00;01-06-2026;07:30:00;="541448810000156430";;AMR-meter;Afname Inductief;28,500;kVArh;Gevalideerd;
01-06-2026;07:30:00;01-06-2026;07:45:00;="541448810000156430";;AMR-meter;Afname Actief;73,000;kWh;Gevalideerd;
01-06-2026;07:30:00;01-06-2026;07:45:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;07:30:00;01-06-2026;07:45:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;07:30:00;01-06-2026;07:45:00;="541448810000156430";;AMR-meter;Afname Inductief;27,750;kVArh;Gevalideerd;
01-06-2026;07:45:00;01-06-2026;08:00:00;="541448810000156430";;AMR-meter;Afname Actief;70,500;kWh;Gevalideerd;
01-06-2026;07:45:00;01-06-2026;08:00:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;07:45:00;01-06-2026;08:00:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;07:45:00;01-06-2026;08:00:00;="541448810000156430";;AMR-meter;Afname Inductief;26,250;kVArh;Gevalideerd;
01-06-2026;08:00:00;01-06-2026;08:15:00;="541448810000156430";;AMR-meter;Afname Actief;74,500;kWh;Gevalideerd;
01-06-2026;08:00:00;01-06-2026;08:15:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;08:00:00;01-06-2026;08:15:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;08:00:00;01-06-2026;08:15:00;="541448810000156430";;AMR-meter;Afname Inductief;25,250;kVArh;Gevalideerd;
01-06-2026;08:15:00;01-06-2026;08:30:00;="541448810000156430";;AMR-meter;Afname Actief;76,750;kWh;Gevalideerd;
01-06-2026;08:15:00;01-06-2026;08:30:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;08:15:00;01-06-2026;08:30:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;08:15:00;01-06-2026;08:30:00;="541448810000156430";;AMR-meter;Afname Inductief;26,500;kVArh;Gevalideerd;
01-06-2026;08:30:00;01-06-2026;08:45:00;="541448810000156430";;AMR-meter;Afname Actief;78,750;kWh;Gevalideerd;
01-06-2026;08:30:00;01-06-2026;08:45:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;08:30:00;01-06-2026;08:45:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;08:30:00;01-06-2026;08:45:00;="541448810000156430";;AMR-meter;Afname Inductief;27,500;kVArh;Gevalideerd;
01-06-2026;08:45:00;01-06-2026;09:00:00;="541448810000156430";;AMR-meter;Afname Actief;75,250;kWh;Gevalideerd;
01-06-2026;08:45:00;01-06-2026;09:00:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;08:45:00;01-06-2026;09:00:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;08:45:00;01-06-2026;09:00:00;="541448810000156430";;AMR-meter;Afname Inductief;24,000;kVArh;Gevalideerd;
01-06-2026;09:00:00;01-06-2026;09:15:00;="541448810000156430";;AMR-meter;Afname Actief;79,500;kWh;Gevalideerd;
01-06-2026;09:00:00;01-06-2026;09:15:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;09:00:00;01-06-2026;09:15:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;09:00:00;01-06-2026;09:15:00;="541448810000156430";;AMR-meter;Afname Inductief;26,750;kVArh;Gevalideerd;
01-06-2026;09:15:00;01-06-2026;09:30:00;="541448810000156430";;AMR-meter;Afname Actief;76,250;kWh;Gevalideerd;
01-06-2026;09:15:00;01-06-2026;09:30:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;09:15:00;01-06-2026;09:30:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;09:15:00;01-06-2026;09:30:00;="541448810000156430";;AMR-meter;Afname Inductief;24,250;kVArh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448810000156430";;AMR-meter;Afname Actief;76,500;kWh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
